"ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating (numeric)","ProsperRating (Alpha)","ProsperScore","ListingCategory (numeric)","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent (percentage)","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"45B133831260536582347B3","104240","2007-02-27 16:22:54.237000000","D","36","Defaulted","2008-04-12 00:00:00",".192280",".185000",".160000","","","","","","","0","CA","Professional","Full-time","0","False","True","783C3371218786870A73D20","2007-02-09 14:20:20.400000000","600","619","1985-10-03 00:00:00","16","12","45","8","274.000000","42","117.000000","0","784.000000","6","2","0","7161.000000",".860000","785.000000","37.000000",".700000","4.000000",".460000","$25,000-49,999","True","4000.000000","466B33829980667028112FE","","","","","","","","","2003","13","84","8480","2550","2007-03-13 00:00:00","Q1 2007","80513367885883028D9BA1F","92.830000","703.850000","434.240000","269.610000","-15.850000",".000000","2115.770000","2115.760000",".000000","1.000000","0","0",".000000","108"
"091E3366453381946ECD949","14396","2006-05-18 19:49:22.150000000","C","36","Defaulted","2008-10-22 00:00:00",".242500",".235000",".230000","","","","","","","0","","","","","True","False","","2006-05-18 19:49:22.087000000","660","679","1990-02-15 00:00:00","","","23","0",".000000","3","","2","","13","0","","","","","","","",".100000","Not displayed","True","3666.666667","66EB3366063287836253162","","","","","","","","","673","0","94","994","3500","2006-05-23 00:00:00","Q2 2006","04DA3364958590339086AEA","136.400000","3280.420000","2014.300000","1266.120000","-20.980000","-372.560000","1485.710000","1140.840000","690.140000","1.000000","0","0",".000000","35"
"091E3551225697388A73A25","609942","2012-07-10 20:19:50.897000000","","60","Completed","2013-06-18 00:00:00",".178490",".155100",".145100",".144500",".033000",".111500","6","A","8.000000","1","TX","Analyst","Employed","3","True","False","","2012-07-10 20:19:48","760","779","1993-02-14 00:00:00","10","8","26","4","135.000000","0","7.000000","0",".000000","0","0","0","5992.000000",".380000","9508.000000","23.000000",".910000",".000000",".210000","$75,000-99,999","True","7083.333333","CB313656909543266063F16","","","","","","","","","0","","20","70699","13000","2012-07-18 00:00:00","Q3 2012","4F1A354424392345169B7DF","312.760000","14762.550000","13000.000000","1762.550000","-93.900000","-25.020000",".000000",".000000",".000000","1.000000","0","0",".000000","15"
"091E3582443770619D70A09","825338","2013-07-01 16:04:30.623000000","","60","Current","",".253590",".228400",".218400",".202100",".087400",".114700","4","C","4.000000","1","NY","Professional","Employed","36","True","False","","2013-07-01 16:04:21","680","699","1998-09-24 00:00:00","15","14","39","11","654.000000","0","4.000000","0",".000000","0","1","0","25849.000000",".850000","4730.000000","37.000000",".970000",".000000",".200000","$100,000+","True","9916.666667","79C1368582375216955B34A","","","","","","","","","0","","8","95053","20000","2013-07-05 00:00:00","Q3 2013","ACF735835069356964D4676","561.970000","3921.274900","1317.040000","2604.234900","-114.570000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"091E3598550637223643B05","1105284","2013-12-23 00:50:40.460000000","","60","Current","",".218320",".194000",".184000",".170190",".087400",".082790","4","C","4.000000","1","CT","Nurse (RN)","Employed","173","True","False","","2013-12-23 00:50:40","660","679","1995-09-30 00:00:00","14","14","39","14","539.000000","1","8.000000","0",".000000","14","0","0","12337.000000",".540000","9339.000000","36.000000",".770000","1.000000",".140000","$100,000+","True","10000.000000","FB6B37017992656451880D8","","","","","","","","","0","","3","123102","15000","2013-12-27 00:00:00","Q4 2013","CEF837019352150173A85F5","392.420000","776.867400","292.930000","483.937400","-25.360000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"092A3415560077501215B1A","288404","2008-03-05 08:07:54.990000000","AA","36","Completed","2011-03-26 00:00:00",".103910",".097000",".097000","","","","","","","2","MN","Analyst","Self-employed","7","True","False","","2008-03-05 06:58:22.110000000","780","799","2005-03-14 00:00:00","9","9","11","7","141.000000","6","11.000000","0",".000000","0","0","0","1015.000000",".020000","45485.000000","10.000000","1.000000",".000000",".070000","$75,000-99,999","True","7000.000000","50F63415503835104D2A05E","","","","","","","","","0","","72","28870","10000","2008-03-26 00:00:00","Q1 2008","C4EC33652221150896777D1","318.180000","11568.810000","10000.000000","1568.810000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","348"
"0941359794753635521DE17","1052911","2013-12-17 15:24:16.903000000","","60","Current","",".166620",".143500",".133500",".126400",".052400",".074000","5","B","6.000000","20","NY","Sales - Commission","Employed","114","True","False","","2013-12-17 15:24:19","740","759","2004-06-04 00:00:00","10","10","20","5","246.000000","1","6.000000","0",".000000","0","0","0","9307.000000",".760000","1414.000000","14.000000","1.000000",".000000",".190000","$25,000-49,999","True","2916.666667","B6B93701578952248692F14","","","","","","","","","0","","3","123125","10000","2013-12-23 00:00:00","Q4 2013","6DDC37008123029600B4A40","234.500000","469.000000","226.620000","242.380000","-16.890000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"094C35346951807779E0F80","546829","2011-12-26 22:05:27.160000000","","36","Completed","2013-12-31 00:00:00",".288510",".249900",".239900",".234000",".119000",".115000","3","D","5.000000","7","CA","Nurse (RN)","Employed","58","True","False","","2012-04-25 00:49:32","800","819","1989-01-01 00:00:00","11","10","32","5","528.000000","1","2.000000","0",".000000","0","0","0","15451.000000",".290000","33557.000000","31.000000","1.000000",".000000",".580000","$50,000-74,999","True","4541.666667","9AA33649295049724BE06B7","","","","","","","","","0","","22","65358","15000","2012-05-08 00:00:00","Q2 2012","4C51353469503184165B77D","596.320000","19702.980000","15000.000000","4702.980000","-188.170000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","243"
"094C3551700144680B7B88F","604010","2012-06-25 11:20:07.280000000","","60","Past Due (61-90 days)","",".178490",".155100",".145100",".144500",".033000",".111500","6","A","8.000000","1","TX","Retail Management","Employed","53","True","True","3D4D3366260257624AB272D","2012-06-04 13:51:00","780","799","1992-10-01 00:00:00","10","8","27","7","665.000000","0","5.000000","0",".000000","0","0","0","34055.000000",".690000","15081.000000","26.000000","1.000000",".000000",".300000","$50,000-74,999","True","5533.333333","05F23655933013892BA44F7","","","","","","","","","83","","20","70607","23500","2012-07-17 00:00:00","Q3 2012","4AD93549990935071676E8F","565.370000","9045.920000","4603.650000","4442.270000","-286.410000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","243"
"07F53523029323052B468D5","520303","2011-08-08 07:06:18.117000000","","36","Completed","2012-11-02 00:00:00",".356430",".319900",".309900",".295700",".147000",".148700","2","E","5.000000","1","TX","Computer Programmer","Employed","11","True","False","","2011-08-02 13:17:08","680","699","1983-11-01 00:00:00","9","6","40","4","332.000000","1","2.000000","0",".000000","0","0","0","10920.000000",".980000","180.000000","26.000000",".960000",".000000",".310000","$50,000-74,999","True","6180.000000","2B203627630687916AC0BEB","","","","","","","","","0","","31","52190","7000","2011-08-16 00:00:00","Q3 2011","83DE35223875100788B3A32","304.840000","9375.840000","7000.000000","2375.840000","-74.250000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","12"
"3C393599897257485663279","1132305","2014-01-10 11:15:41.687000000","","36","Current","",".126910",".099000",".089000",".086190",".027400",".058790","6","A","6.000000","1","CA","Scientist","Employed","102","False","False","","2014-01-10 11:15:45","800","819","1994-02-12 00:00:00","9","7","32","4","73.000000","4","6.000000","0",".000000","0","0","0","1001.000000",".000000","2000.000000","23.000000","1.000000","1.000000",".220000","$75,000-99,999","True","8083.333333","C66837035297121522450B1","","","","","","","","","0","","2","126245","23547","2014-01-14 00:00:00","Q1 2014","8415356702965187889045D","758.690000","1510.993300","1209.400000","301.593300","-31.110000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"3C3A3503997125520E40030","489886","2011-01-05 20:39:56.670000000","","36","Completed","2013-01-03 00:00:00",".330970",".295000",".285000",".277800",".108000",".169800","3","D","7.000000","7","WA","Executive","Employed","32","True","False","","2011-01-05 20:39:49","680","699","1996-03-21 00:00:00","1","1","40","0",".000000","0","1.000000","0",".000000","31","1","0",".000000",".000000",".000000","37.000000",".640000",".000000",".020000","$75,000-99,999","True","7916.666667","C281360768857022318B1F9","","","","","","","","","0","","38","46421","3500","2011-01-11 00:00:00","Q1 2011","4B123505116531168C3F7EC","147.620000","5050.190000","3500.000000","1550.190000","-52.540000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","20"
"3C4B3563677551822A14501","681074","2012-12-03 10:13:15.167000000","","36","Current","",".332860",".293200",".283200",".257500",".142500",".115000","2","E","4.000000","1","NY","Professional","Employed","23","False","False","","2012-12-03 10:13:06","600","619","2002-06-03 00:00:00","5","5","42","5","137.000000","1","4.000000","0",".000000","0","0","0","4145.000000",".760000","2590.000000","17.000000",".940000",".000000",".430000","$75,000-99,999","True","7083.333333","A5FB366979117137615B8F6","2","20","18","2","0","5000.000000","2323.750000","-42","0","","15","79141","4000","2012-12-11 00:00:00","Q4 2012","19A835160052800114F35A8","168.320000","2356.480000","1159.140000","1197.340000","-40.840000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","33"
"3C4E3570028573467FCB767","711661","2013-02-09 11:53:03.543000000","","60","Current","",".283860",".257900",".247900",".227400",".107500",".119900","3","D","4.000000","1","IN","Sales - Commission","Employed","157","True","False","","2013-02-09 11:53:00","660","679","2000-06-17 00:00:00","7","5","25","2","66.000000","0",".000000","3","458.000000","0","0","0","2077.000000",".920000","61.000000","19.000000",".850000",".000000",".090000","$75,000-99,999","True","6250.000000","5278367533747201244494A","","","","","","","","","0","","13","85403","6000","2013-02-19 00:00:00","Q1 2013","298435711606172422D1489","178.900000","2146.800000","677.990000","1468.810000","-56.940000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","47"
"3C4E358385462445476C05C","830683","2013-07-07 08:12:56.060000000","","36","Current","",".295370",".256600",".246600",".225400",".117500",".107900","3","D","2.000000","1","GA","Other","Employed","66","False","True","19F2338715202723004007F","2013-07-07 08:12:31","640","659","2004-03-03 00:00:00","4","3","16","1","24.000000","2","3.000000","0",".000000","0","0","0","740.000000",".980000","10.000000","8.000000","1.000000","1.000000",".120000","$25,000-49,999","True","3964.583333","E44E36863495550021BE0F1","2","51","50","1","0","6001.000000","541.630000","-2","0","","8","95401","4000","2013-07-10 00:00:00","Q3 2013","2B3E33876252394183ECFEC","160.440000","1120.267900","553.290000","566.977900","-22.220000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"3C5136010625016495D9DAD","1128997","2014-01-23 11:55:55.297000000","","60","Current","",".166860",".143500",".133500",".126400",".052400",".074000","5","B","6.000000","1","TX","Professional","Employed","34","True","False","","2014-01-23 11:55:57","700","719","1998-03-30 00:00:00","6","6","12","4","165.000000","2","6.000000","0",".000000","0","1","0","5293.000000",".460000","6107.000000","11.000000",".900000","1.000000",".160000","$50,000-74,999","True","4583.333333","B6653706146085014B76D4E","","","","","","","","","0","","1","131249","15000","2014-02-11 00:00:00","Q1 2014","308937051746904018E410A","351.750000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"3C573384268565547892AFF","111970","2007-03-16 12:04:29.350000000","HR","36","Chargedoff","2008-07-01 00:00:00",".245070",".230000",".220000","","","","","","","0","","Other","Full-time","1","False","True","E4BE3383557032208F88A25","2007-03-16 10:20:15.030000000","540","559","2001-03-09 00:00:00","3","3","10","2","70.000000","4","15.000000","3","3586.000000","8","0","0","2705.000000","1.200000",".000000","6.000000",".420000",".000000",".150000","$50,000-74,999","True","5416.666667","9B1B3384908153081517B5A","","","","","","","","","2199","15","83","9551","6001","2007-04-02 00:00:00","Q2 2007","B16033805294832124A0CB4","232.300000","2555.300000","1440.900000","1114.400000","-41.330000","-39.490000","4560.110000","4560.100000",".000000","1.000000","2","2","6101.000000","34"
"3C6C357164641405815A03A","723386","2013-03-07 08:14:55.623000000","","36","Current","",".098370",".084900",".074900",".073100",".019900",".053200","7","AA","10.000000","1","CA","Analyst","Employed","59","False","False","","2013-03-07 08:14:51","720","739","2002-07-31 00:00:00","10","9","19","9","222.000000","0","2.000000","0",".000000","0","0","0","11751.000000",".310000","24572.000000","19.000000",".890000","1.000000",".130000","$75,000-99,999","True","7166.666667","BCFE3676190230899C975B3","1","11","10","1","0","5000.000000",".000000","43","0","","12","86281","5000","2013-03-11 00:00:00","Q1 2013","D12F35246215027995E2265","157.810000","3735.910000","3536.940000","198.970000","-23.440000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","90"
"00F43563947805596EC80E9","670164","2012-11-14 08:35:42.453000000","","60","Chargedoff","2013-12-20 00:00:00",".350970",".323200",".313200",".284900",".147500",".137400","2","E","5.000000","2","MO","Accountant/CPA","Employed","154","True","False","","2012-11-14 08:35:39","720","739","1998-05-01 00:00:00","13","12","44","7","688.000000","0",".000000","0",".000000","0","0","0","49325.000000",".880000","5792.000000","36.000000",".970000",".000000",".430000","$50,000-74,999","True","5500.000000","F680366692439264937DCD8","","","","","","","","","202","13","16","78158","4000","2012-11-20 00:00:00","Q4 2012","F0F635638368430695E47DE","135.170000","1081.360000","246.390000","834.970000","-25.840000",".000000","3753.610000","3753.610000",".000000","1.000000","0","0",".000000","81"
"00D53487827278990464FBA","463422","2010-06-18 20:12:31.137000000","","36","Completed","2010-07-14 00:00:00",".074390",".071000",".061000",".055000",".006000",".055000","7","AA","10.000000","2","FL","Attorney","Full-time","200","True","False","","2010-06-18 20:12:26","820","839","1969-02-20 00:00:00","11","11","31","11","566.000000","0","1.000000","0",".000000","0","2","0","876.000000",".010000","58124.000000","31.000000","1.000000",".000000","","$100,000+","False","8833.333333","63463591905340968D0D9D5","","","","","","","","","0","","45","43232","2500","2010-06-30 00:00:00","Q2 2010","391D33657467216632080C6","77.310000","2506.810000","2500.000000","6.810000","-.960000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","76"
"00D93600128117852681D4F","1129319","2014-01-13 10:39:37.877000000","","36","Current","",".238470",".201000",".191000",".176200",".092500",".083700","3","D","4.000000","1","WI","Analyst","Employed","177","False","False","","2014-01-13 10:03:36","660","679","1996-02-02 00:00:00","20","19","31","16","485.000000","2","10.000000","0",".000000","0","0","0","7806.000000",".480000","5158.000000","30.000000",".930000",".000000",".230000","$75,000-99,999","True","7500.000000","658A370417318283412A92C","","","","","","","","","0","","2","126438","15000","2014-01-16 00:00:00","Q1 2014","7A42370402030234138AE84","558.220000","558.220000","302.150000","256.070000","-12.740000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","2"
"00DA35941477580587105C2","998207","2013-11-04 19:43:29.857000000","","60","Current","",".189650",".166000",".156000",".146610",".062400",".084210","4","C","7.000000","3","TX","Other","Employed","79","False","False","","2013-11-04 19:43:32","740","759","1999-05-13 00:00:00","15","14","34","5","501.000000","0",".000000","0",".000000","0","0","0","18599.000000",".750000","5815.000000","27.000000","1.000000",".000000",".350000","$50,000-74,999","True","6000.000000","F9EE3698149369552EA055E","","","","","","","","","0","","4","110257","15000","2013-11-07 00:00:00","Q4 2013","FB4B36966928644908C700D","369.570000","1101.888100","488.010000","613.878100","-37.390000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"00DB355736392162679A768","639319","2012-09-13 10:07:59.230000000","","60","Current","",".173170",".149900",".139900",".134600",".034900",".099700","6","A","7.000000","1","TX","Executive","Employed","56","True","False","","2012-10-18 09:28:21","700","719","1986-06-09 00:00:00","26","25","47","11","1871.000000","3","17.000000","0",".000000","0","0","0","90417.000000",".590000","60833.000000","46.000000",".930000",".000000",".110000","$100,000+","True","26666.666667","863F366418409180825CCD1","1","7","6","1","0","10000.000000",".000000","-2","0","","17","76699","25000","2012-10-24 00:00:00","Q4 2012","6B743525223359518B403E2","594.620000","9513.920000","4954.750000","4559.170000","-304.150000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","15"
"00E6359053237781818B112","932941","2013-10-01 12:12:16.387000000","","60","Current","",".288990",".262900",".252900",".230570",".127500",".103070","2","E","3.000000","1","CO","Administrative Assistant","Employed","82","False","False","","2013-10-01 12:12:18","660","679","1991-04-05 00:00:00","5","5","18","4","182.000000","2","2.000000","0",".000000","4","1","0","4325.000000",".960000","148.000000","16.000000",".760000",".000000",".150000","$50,000-74,999","True","4666.666667","509E36948127292309F3CEE","","","","","","","","","0","","5","104724","4000","2013-10-09 00:00:00","Q4 2013","92123693429775418B11DD3","120.450000","481.800000","131.770000","350.030000","-13.310000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","24"
"00F13534158626187686B3B","545440","2011-12-19 07:05:07.160000000","","36","Completed","2012-09-24 00:00:00",".125280",".097400",".087400",".087200",".020000",".067200","6","A","8.000000","1","NY","Other","Employed","8","False","False","","2011-12-19 07:05:04","680","699","1995-07-19 00:00:00","8","8","27","4","318.000000","0","2.000000","0",".000000","0","0","0","10501.000000",".450000","12519.000000","23.000000",".910000","2.000000",".260000","$100,000+","True","13333.333333","61A036391687949244C0109","1","11","6","5","0","7000.000000","4094.300000","21","0","","27","58232","20500","2011-12-29 00:00:00","Q4 2011","652035046599687054356F6","658.980000","21805.730000","20500.000000","1305.730000","-134.060000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","335"
"00F13595573075690B0E973","1027082","2013-11-21 15:54:51.047000000","","36","Current","",".234380",".197000",".187000",".172740",".089900",".082840","4","C","4.000000","1","CA","Retail Management","Employed","173","False","False","","2013-11-21 15:54:53","660","679","2006-05-04 00:00:00","11","10","19","9","173.000000","2","8.000000","1","17219.000000","8","0","0","4761.000000",".300000","8041.000000","15.000000",".730000","2.000000",".390000","$50,000-74,999","True","4166.666667","7C0136993704588734F8297","","","","","","","","","0","","4","118742","15000","2013-11-27 00:00:00","Q4 2013","A1E436988622591037AE566","555.160000","1665.480000","936.280000","729.200000","-37.010000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","129"
"327834306493500267F7728","392368","2008-09-03 12:27:06.283000000","D","36","Chargedoff","2009-10-13 00:00:00",".202000",".179900",".169900","","","","","","","7","WA","Truck Driver","Full-time","31","False","False","","2008-09-02 17:02:37.673000000","600","619","2008-06-11 00:00:00","2","2","2","1","15.000000","1","1.000000","0",".000000","0","0","0","63.000000",".210000","237.000000","2.000000","1.000000","2.000000",".150000","$1-24,999","True","2000.000000","F33E3430826843142F07475","","","","","","","","","1487","13","66","36626","3000","2008-09-12 00:00:00","Q3 2008","5184343028055345074B301","108.440000","905.640000","396.050000","509.590000","-24.990000","-421.500000","2603.950000","1726.960000","605.010000","1.000000","0","0",".000000","126"
"32783591225843246C648CA","957690","2013-10-04 08:25:51.670000000","","36","Current","",".133010",".105000",".095000",".092020",".027400",".064620","6","A","5.000000","1","TX","Nurse (RN)","Employed","23","True","False","","2013-10-04 08:25:54","720","739","1978-10-26 00:00:00","15","13","53","7","347.000000","0","5.000000","1","293.000000","0","0","0","10235.000000",".320000","20505.000000","40.000000",".970000","3.000000",".270000","$100,000+","True","10000.000000","153D3694304257006674D37","","","","","","","","","0","","5","104910","14000","2013-10-10 00:00:00","Q4 2013","6E5236954375746779CA3F2","455.030000","1816.092600","1342.500000","473.592600","-45.490000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"327C3504090043300E2296C","488909","2010-12-22 09:07:25.527000000","","36","Completed","2013-05-21 00:00:00",".170690",".149000",".139000",".136700",".059500",".077200","5","B","9.000000","6","NJ","Truck Driver","Employed","54","False","False","","2010-12-22 09:07:23","680","699","2003-01-18 00:00:00","5","4","14","4","82.000000","0","3.000000","0",".000000","0","1","0","3079.000000",".730000","1121.000000","12.000000","1.000000",".000000",".080000","$25,000-49,999","True","3333.333333","425F360788151633965E02F","","","","","","","","","0","","39","46363","3500","2010-12-30 00:00:00","Q4 2010","9EFA3379778365314AA705E","121.160000","4237.750000","3500.000000","737.750000","-34.480000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","56"
"327F3584359814679FEC75A","853130","2013-07-27 13:26:48.373000000","","36","Current","",".272850",".234600",".224600",".206400",".102500",".103900","3","D","3.000000","14","MA","Other","Employed","68","False","False","","2013-07-17 17:59:04","680","699","2004-12-04 00:00:00","5","5","7","5","233.000000","0","1.000000","0",".000000","0","0","0","7840.000000",".380000","10360.000000","7.000000",".850000",".000000",".140000","$25,000-49,999","True","3583.333333","7F1C368852750162146C69F","","","","","","","","","0","","8","97325","7000","2013-07-30 00:00:00","Q3 2013","DCB73583757631049764274","272.650000","1908.550000","1006.730000","901.820000","-38.450000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","13"
"2C6F3428440452392CD9909","382569","2008-08-14 09:03:32.567000000","D","36","Completed","2011-08-22 00:00:00",".374530",".350000",".340000","","","","","","","1","NV","Tradesman - Mechanic","Full-time","8","False","False","","2008-08-13 09:01:32.127000000","600","619","1988-12-01 00:00:00","16","16","50","13","967.000000","4","6.000000","0",".000000","0","0","0","40090.000000",".960000","1107.000000","40.000000","1.000000","1.000000",".360000","$50,000-74,999","True","5250.000000","A3973429596627718F46ED5","","","","","","","","","0","","67","35821","3000","2008-08-22 00:00:00","Q3 2008","04B334061366485992542AC","134.590000","4886.680000","2999.990000","1886.690000","-53.900000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","41"
"2C7535810689336884BCEFD","818527","2013-06-22 11:22:28.487000000","","36","Current","",".242460",".204900",".194900",".180800",".082400",".098400","4","C","3.000000","1","TX","Sales - Retail","Employed","65","False","False","","2013-06-22 11:22:20","720","739","1992-10-01 00:00:00","19","17","27","16","414.000000","0","3.000000","1","1511.000000","4","0","0","7692.000000",".230000","7163.000000","25.000000",".920000",".000000",".360000","$25,000-49,999","True","2500.000000","DF4436855170404327CEE40","","","","","","","","","0","","9","94615","4000","2013-06-28 00:00:00","Q2 2013","E1CE3581738899845E15CC0","149.650000","1197.200000","687.590000","509.610000","-24.870000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","38"
"2C753603308658449A8BF18","1246079","2014-03-08 07:25:21.853000000","","36","Current","",".200510",".163500",".153500",".143450",".069900",".073550","4","C","3.000000","1","AR","Executive","Employed","16","True","False","","2014-03-08 07:25:24","700","719","1989-05-02 00:00:00","20","20","48","15","2431.000000","1","1.000000","0",".000000","0","0","0","225667.000000",".820000","49333.000000","46.000000","1.000000",".000000",".320000","$100,000+","True","16666.666667","4DFA3708683811915243DAA","","","","","","","","","0","","0","135686","15000","2014-03-11 00:00:00","Q1 2014","CF443708206505366910B33","529.950000",".000000",".000000",".000000",".000000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","1"
"2C7B3586796427455CA497C","863999","2013-08-07 21:58:54.803000000","","60","Past Due (61-90 days)","",".139420",".116900",".106900",".103000",".032400",".070600","6","A","7.000000","1","MA","Tradesman - Electrician","Employed","161","True","False","","2013-08-07 22:03:41","740","759","1998-01-28 00:00:00","9","9","30","6","925.000000","3","6.000000","0",".000000","0","0","0","106393.000000",".600000","69107.000000","30.000000","1.000000","2.000000",".110000","$100,000+","True","10416.666667","8AF03691372289542B480BA","","","","","","","","","80","","7","98931","20000","2013-08-20 00:00:00","Q3 2013","C38A3586675511540373405","441.760000","1325.280000","743.230000","582.050000","-49.800000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","376"
"2C823483281052101B3075F","457673","2010-05-10 08:46:09.327000000","","36","Chargedoff","2011-05-20 00:00:00",".295880",".272500",".262500",".156000",".100000",".156000","3","D","6.000000","1","OR","Other","Part-time","3","True","False","","2010-05-06 10:45:52","720","739","1988-03-04 00:00:00","9","8","12","7","168.000000","1","2.000000","0",".000000","1","0","0","6813.000000",".470000","4917.000000","11.000000",".900000","2.000000",".200000","$25,000-49,999","True","2500.000000","18313588675277116310A09","1","27","27","0","0","4000.000000","1131.300000","81","1147","13","46","42526","5000","2010-05-18 00:00:00","Q2 2010","13A93410768122132DA2521","204.800000","1433.600000","666.390000","767.210000","-28.150000",".000000","4333.610000","4333.610000",".000000","1.000000","0","0",".000000","146"
"45BB3557084565976A1ADC3","632118","2012-09-01 11:21:52.740000000","","60","Current","",".289300",".263200",".253200",".246900",".097500",".149400","3","D","4.000000","1","GA","Clergy","Employed","51","False","False","","2012-09-01 11:21:50","640","659","1996-09-24 00:00:00","19","15","36","8","510.000000","1","2.000000","0",".000000","0","0","0","24211.000000",".870000","3389.000000","32.000000","1.000000",".000000",".540000","$25,000-49,999","True","3429.166667","953936610665640869F99B3","1","9","9","0","0","4000.000000","3318.990000","-20","0","","18","74011","7500","2012-09-11 00:00:00","Q3 2012","C4623531181935800DF6750","225.980000","3841.660000","1247.220000","2594.440000","-98.570000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","9"
"45C63365010280234D677C1","28942","2006-08-04 05:54:05.640000000","A","36","Completed","2009-08-14 00:00:00",".129510",".122500",".115000","","","","","","","0","","Accountant/CPA","Not available","","True","True","6CE133644751358832D593B","2006-07-25 10:14:07.003000000","720","739","1981-06-24 00:00:00","","","55","14","479.000000","2","35.000000","0","","0","0","","","","","","","",".360000","Not displayed","True","6764.833333","93CC33644047651704E4A26","","","","","","","","","0","","91","2532","6800","2006-08-14 00:00:00","Q3 2006","5E8133655175587684C4550","224.740000","8134.250000","6800.000000","1334.250000","-55.590000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","121"
"45C73538911628429AAB1CD","560943","2012-02-20 16:08:45.633000000","","36","Current","",".357970",".317700",".307700",".289600",".165000",".124600","1","HR","4.000000","1","MA","Other","Employed","51","False","False","","2012-02-20 16:08:40","700","719","1997-11-10 00:00:00","6","5","20","3","123.000000","0",".000000","1","378.000000","0","0","0","4445.000000",".470000","4955.000000","17.000000",".940000",".000000","10.010000","$1-24,999","True","3.833333","3C8C3642811229468CC34A6","","","","","","","","","0","","25","60951","2000","2012-02-23 00:00:00","Q1 2012","D75735401761443824821A7","86.850000","2084.400000","1117.160000","967.240000","-30.440000",".000000",".000000",".000000",".000000","1.000000","0","0",".000000","5"
